Date,SGE.L,VOD.L,ELCO.L,BT-A.L,GBG.L,HSBA.L,BARC.L,SDR.L,NWG.L,STJ.L,TSCO.L,SBRY.L,BP.L,RR.L,BA.L
1998-07-14,-0.005891276986411886,-0.051920281080557455,0.018349089634297985,-0.027791618477775254,-0.0,-0.03342392231662278,-0.037457833897970715,-0.034760497410648364,-0.03733249537960907,-0.09863976315170335,-0.020779688353905687,-0.002755638823342157,-0.0029417426179762602,-0.022901540322983242,-0.013634160264212495
1998-07-15,-0.007315213098887068,-0.033365692295362466,0.01869219661744599,-0.017285094808106603,-0.0,-0.0081835991756975,-0.0005249357663925211,-0.009962263320743776,0.0019304055744259036,0.005797548870759194,-0.005128540438530831,-0.007312813393013895,-0.00993891831390556,-0.007519460386591285,0.03605910753106837
1998-07-16,-0.0,-0.007455907744785813,-0.0,0.012317839557592547,-0.0,-0.025991244197695895,-0.006279323351856,0.050839152710763516,0.014599026980225653,0.010226233744931576,0.01806497703994319,0.032395025735774054,-0.0011624477610878046,0.003752746787185735,0.010857653973014652
1998-07-17,-0.0,-0.0,0.019048261022349643,-0.015972020498173575,-0.0,-0.011539767279398233,-0.016554947222506538,-0.04791871852712686,-0.025171002925844833,-0.0029324676439334866,-0.010362306969767449,0.003769637848348315,-0.0017420362548273953,-0.0037527467871855823,-0.0
1998-07-20,0.004383286080755353,-0.0022836541784454325,-0.0,-0.008500682151319536,-0.0,0.00909947386024376,0.016033177228842226,-0.02825234803294829,0.005752969129679115,-0.0029238934149733884,-0.0102568497949502,0.008534840447541525,0.0017420362548275462,-0.007462171928999574,-0.029049731338209945
1998-07-21,0.02520445730599356,0.004571864417595618,-0.0,-0.0030222594146826626,-0.0,-0.019312904323972577,0.027486305591729637,0.013744406094836561,0.009661578747127733,-0.015930616960299585,-0.0050890191862009064,-0.007589670809186342,0.015223029049162864,-0.010171457217255904,-0.04255981268739586
1998-07-22,0.021245522545865623,0.05413096929982835,-0.0,0.0042284069904282824,0.03774048458482547,0.023587306563149106,0.01948089109767212,0.07787634294365359,0.020599069068728656,0.010107751882257354,0.023107268556059834,0.0009452503576968649,0.008293381862144672,0.036537915629834876,0.045746309934337134
1998-07-23,0.04069420508081277,-0.013213514971731243,-0.0,0.005459335664880943,0.012903314556225913,0.046345607981748756,0.02377755463389495,0.0018731972794281708,-0.030260647815856308,0.02498315179437636,-0.0,-0.0009452503576968429,-0.007113433741482735,0.0349548752163302,-0.033476133425908466
1998-07-24,0.017727809673384262,0.012004916912458625,-0.0,-0.004251957805716685,0.013072209565623771,0.005140018532377044,-0.0005592952149210082,-0.011167511585874158,0.024331840941067974,0.002980187177965718,0.007823257714394787,-0.026120784804025684,0.021493927796929185,0.0527515188853706,-0.054067212101504745
1998-07-27,0.0016274484556430666,0.0036297794427864313,-0.037740457639795694,-0.05080749746860275,-0.0,0.02677381407556353,0.014647995069156265,0.019317474475119494,0.012890784604264594,-0.007434582549525712,0.005249612722280218,0.009250770207505317,0.005445866826079454,0.004175254043758399,0.015717720643621303
1998-07-28,-0.004874255662042157,-0.012048810426770761,-0.0,-0.019399054537287016,0.013245283629655533,-0.012494783719695434,0.0011362796158534874,0.0025175525466249113,0.009022600710399911,-0.01762117436133361,0.010581465582953765,0.003724082484060065,-0.0,0.0020936650546702776,0.02202288663413908
1998-07-29,-0.07941889789987362,0.023017568838355318,0.03774045763979564,-0.019018016321305953,0.02702856110051192,-0.0,0.00798599882700235,-0.006289659633075535,0.017267892192676583,-0.028696810585806736,-0.010581465582953762,0.022642241856324765,0.0012145560263343593,0.002098623413138313,0.026668367515250067
1998-07-30,0.019652709405557547,-0.00975627052226534,-0.0,0.017891889284855984,-0.0,-0.01620994908140486,-0.01082317035496462,-0.0025015941143615955,-0.02229060922572125,-0.012649379684557613,0.02127672545484926,0.03002678632230057,-0.010275559633338262,-0.028987814348817736,0.0062562734038186405
1998-07-31,0.0015282203795181381,-0.024573910405050452,-0.0,-0.001124228948283707,0.013793302988860986,0.020793887568143113,0.008534658183299007,0.036300404912836495,0.018200990204674274,0.021172666994821527,-0.008032169183878205,-0.05639311066268544,0.02250081581426381,0.031091134705068888,0.02328126261720879
1998-08-03,-0.003053953272578439,0.007726726160486276,-0.0,0.0003676551110952684,-0.0,0.021906297114254916,0.01671070901374772,-0.027509151165399207,-0.0,-0.005690339668498458,0.002670514174701789,0.009336926644290236,0.003696602867255108,-0.00210332035625112,-0.013822532435226383
1998-08-04,-0.022608163450316316,0.030286916627219974,-0.0,0.038485543661656414,0.028170996750159005,0.042500187611716686,0.0005811632057630969,0.055126100610384504,0.03109025657697345,0.002841080242741572,-0.0,0.03047863872845512,-0.002465840487932886,0.07864271245276218,0.03328260123987054
1998-08-05,0.0395188218267584,0.044004688426193386,-0.0,0.02528894888978727,0.07410787386985404,-0.01872912266348308,0.010519818960643612,0.022925990228992558,0.008456785836045191,0.017216990420676915,0.03815162968259122,0.027452670442678403,0.03892514929379784,-0.013544134540739234,0.0021857309268727464
1998-08-06,-0.02601556638941491,0.028684724324225874,0.019417916540383832,0.024684912235366625,-0.0,0.03496749301419044,0.02921243951345795,-0.02957085910190266,-0.0031798693438007224,-0.001446346259601684,0.028170844502120918,-0.004957679910848092,0.012887014331355386,-0.04600962257113207,0.028858660516771453
1998-08-07,0.01829324214833632,-0.05656963203811407,-0.01941791654038378,-0.04878798099240214,-0.0,0.007860198389929095,-0.004225868846091528,0.011321005487475624,-0.05657014444222516,0.01016742155678394,0.0028612038163910603,-0.008862628588079109,-0.033793822113676236,-0.027456497852457892,-0.024472441829846772
1998-08-10,0.0635140853206949,-0.006231160441241485,0.019417916540383832,0.025319639003431267,-0.0,0.032814171854524704,-0.004207814713628499,0.002013112919473174,0.020202971373007115,0.014705891344774118,-0.002861203816391184,-0.003914102582264078,0.023650595080780976,0.033900584412416356,-0.028171086301831606
1998-08-11,0.060829417717525966,0.006231160441241601,0.06062445078369835,0.01724325796766681,0.03125258855087596,0.0682504604534186,0.03231028800701444,0.06516108368297042,0.07410768729086299,0.03774038194923271,0.028987502498997245,0.035789176769577616,-0.028063307296615353,0.053109670551912874,-0.004264097403234913
1998-08-12,0.010507966954280287,0.003757166992318865,0.021053540992713612,-0.022719277633334308,-0.0,-0.03201999352130479,-0.0037112006684612985,-0.01704650532119672,-0.0109293824542352,-0.001537052417559068,-0.00878474236738675,-0.0220230751773315,0.0012593484863368636,-0.031321571531763646,0.04348489377368802
1998-08-13,-0.0,0.02348509243379296,0.04348505599415439,-0.0,-0.0,0.03201999352130486,0.03966577382840996,0.043907687004737544,0.0032664197022304504,-0.0,0.03259576690016336,0.00198214753732137,-0.010025828948140521,-0.0011007585337982672,0.03275310421998319
1998-08-14,-0.0052681430926001475,-0.010859431414887042,0.022472791495079022,0.0018176823787017038,-0.0,-0.05105543956745883,0.022735609239781508,-0.022553965370678997,-0.00868608620896867,-0.01828982017454827,0.012120976309322197,-0.03029033654708915,-0.06282203378078541,0.0022028290381846858,0.0530472103923291
1998-08-17,0.008795900789495268,0.005734556180916676,-0.0,0.0036583372869656914,-0.0,0.004146750760205622,0.00033175333923661266,-0.07615754952987087,0.04420614551050384,-0.0014827414586437806,0.021572267688968253,0.007729530943794757,0.002344729001920049,0.012201716826533296,0.04963762899485026
1998-08-18,0.03597476887514576,-0.04253304932518737,-0.0,-0.029477860625896864,-0.0,-0.019078612606661136,-0.05678955976352139,0.003338997061162845,-0.049597106491683085,-0.007501958224140235,-0.027651430378667418,-0.031506493213812235,-0.013407169777100391,-0.022076506412204447,-0.030077135282125758
1998-08-19,-0.048267142251640534,-0.05190533699502391,-0.022472791495079115,-0.006492151526775312,0.03226072694364525,-0.03417864250513744,-0.023559576142767248,-0.003338997061162815,-0.03486870223345624,0.015060352018617626,-0.018018499178411505,-0.0037523966694337153,0.010476780762673573,0.013186917128502186,-0.03874560296222182
1998-08-20,-0.03767575379592372,-0.04934368702335071,-0.10536035384597373,-0.0011863127728309792,-0.0,-0.01161840227644425,0.010471338363100265,0.015445853877128926,-0.0010381172869831409,0.007615958483960501,0.018018499178411487,0.0009369081510417634,-0.0,-0.0,-0.016490992696217264
1998-08-21,-0.005029170693839922,0.015054413479394659,-0.0,0.05191192316529912,-0.06351331549452137,0.0702819690539777,0.06128247547617947,0.09139313392139746,0.057646829462592135,0.004598209354754266,0.043351010778275585,0.02466931104814818,0.03150348976848067,0.054559869547014576,0.05523659565843926
1998-08-24,0.025403973814175477,-0.03640751447011725,-0.0,-0.022059086836759476,-0.0,-0.06230925240529164,0.009924131583256357,-0.0625432472221151,-0.0109293824542352,0.0015370524175591456,-0.03727184808857651,0.004814537728862771,-0.0036173105884268666,-0.005824251173298222,-0.03636805106786619
1998-08-25,-0.006838265475925005,-0.004324645775359022,-0.0,-0.026315302008437527,-0.05971915493500568,0.00510886552568352,-0.045491798912588706,-0.07061600068947443,-0.008657712330421983,0.001539418585083468,-0.015128819534819565,-0.00769229300982983,0.0018073079281397172,-0.09203147662405678,-0.023530129405860252
1998-08-26,0.008555119608141138,0.02181096387767519,-0.0,0.017865985979637268,-0.0,0.02144100757009943,0.02508996009305278,0.06575190889523475,0.025096778377107904,-0.0,0.04609109892271077,0.031130703150900274,0.03246854479841371,0.06566881781683795,0.02353012940586025
1998-08-27,0.06202119613035952,0.03591911013305471,0.020202219405329076,0.007241741785334162,-0.014388718934848395,0.062448139629797596,0.02707300154224399,0.04612311151173763,0.07096794578101334,0.013964772219707345,-0.006269368380740762,0.0019783808800957095,0.0290608960368995,0.08495652289585226,0.041317996518615695
1998-08-28,0.05447356142328763,0.049190108377893345,0.08515813444064453,0.019553891995755652,-0.0,0.01442330575585074,0.05432765090028231,-0.08555476029390927,-0.0059138004034554196,0.023716391210178423,-0.04879057287526103,-0.019608261750254964,0.03456513281598365,0.04663742063951004,0.053515928316849586
1998-08-31,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00687593320047325,-0.0,-0.0,-0.0,-0.0,-0.0,0.016812549004617223,-0.0,-0.0,-0.0
1998-09-01,0.1296781128107768,0.11703291831535832,0.04546252459941006,0.017436021258880604,-0.0,0.04890932487896882,0.05670144828927426,0.09357519807714826,-0.04157625129798872,0.042490749541630825,-0.02932749244760326,-0.050228399844125096,0.017403400257030244,0.018229913485045834,0.003934763174263016
1998-09-02,-0.08627840239484606,-0.009402194764219638,-0.0,-0.005010508425235961,-0.0,-0.003361147310125336,0.04122667910076465,-0.02886239112941801,-0.007887369240440345,-0.018197810879227665,-0.03966519352750326,-0.0037491740480140854,-0.008739783502820982,-0.016939055506567807,-0.03613270733924364
1998-09-03,0.04326108933173199,0.03537814772709125,-0.0,0.015122030704996329,-0.0,0.03153243611816644,0.07189207212411297,0.11680546413849435,0.05300787042661492,0.04870816874822384,0.036779554163004914,0.01983968465168293,0.01347687305459701,0.03953178804061005,0.034819657853206225
1998-09-04,-0.03109066710226427,-0.019204895117858545,-0.0,0.01791377926415996,-0.0,0.021884182633497663,-0.029704707278500688,-0.030699743829045154,0.025166113424237493,0.08622936479947979,0.03519407871221803,-0.007603952399236971,-0.039898679921123635,-0.0,-0.01174203749908866
1998-09-07,-0.03410585180903641,-0.08961288307273375,-0.0,-0.02675815319139284,-0.04196429973901989,-0.09531181051001829,-0.06148502633507742,0.03149911432824025,-0.01923153518236581,-0.031396919888302205,-0.014815285874104866,-0.027092057885844307,-0.05083644947429699,-0.03044718363560273,-0.030653840957023563
1998-09-08,-0.015655747745036683,0.012500760297976699,-0.0,-0.011263642831508556,-0.0,-0.01675311734855068,-0.0,0.03998890183902815,0.01077235976054204,-0.019802580869210936,0.005899836030049992,0.004618624662344914,0.014980753082220204,-0.039620686497324434,-0.003766269402842237
1998-09-09,0.007797136509412103,0.016486932496245787,-0.0,0.015032776660934813,-0.0,0.014342863044064723,0.02163856052596678,0.02103560374809546,0.013325409443050811,-0.0229083444717564,-0.005899836030049931,0.014925836329045133,-0.0037665201076747877,-0.0025036768891800944,-0.022306066440217032
1998-09-10,0.0177693485575793,0.02067321674389804,-0.0,0.015276446964598494,-0.0,0.05442445180911043,0.08644377832266048,0.12289837220134478,0.008573527751779143,0.017575049009297572,0.011834338973988317,0.004710069911471674,0.02153394857640767,0.010049819042039346,0.017306197308184442
1998-09-11,0.05318237566513975,-0.0013053273711100158,-0.0,-0.007667511476080746,-0.0,0.02836397959334482,0.0497701222399274,0.04022202368991552,0.041436754670946895,-0.0,-0.0059345029439383445,-0.028851850191108506,-0.015248168697743782,-0.001260632719064135,0.017610554447884213
1998-09-14,-0.02284683684718909,-0.04711232750503968,-0.0,-0.0176557260957075,-0.0,-0.019854388527341706,0.0008962610120552536,-0.018842717616148894,0.014203104594798913,-0.0017714280070065844,-0.014684578397436745,-0.021779727223816485,-0.0292035672513157,-0.013777366439183399,-0.006325167816848193
1998-09-15,-0.00205089580931909,-0.04022472446540391,-0.0,-0.025913152493484252,-0.0,-0.0034121736931299646,0.023572857508294486,0.007892117921153284,0.018373233301658472,-0.0035335742443084687,-0.008708411106228265,-0.017794358580538374,-0.007929380210328112,0.0024910917414008114,0.032033783619474336
1998-09-16,-0.0,0.0071943994276224355,-0.0,-0.02762374185193016,-0.0,0.01718418166503416,-0.03338166690015381,-0.024452316552919243,-0.019672969841256244,-0.04314770096242327,0.011627836017489684,0.007968252365792338,0.001216302980050949,0.0024970883748074582,0.05899793208151418
1998-09-17,0.008231050549706192,0.05440105882827716,-0.0,0.0349630082030555,0.027779604011784923,0.07463897447282541,0.001776007162975046,0.019512689666709784,0.04651993269065074,0.0170364939962863,0.04791393223826591,0.06804104953810766,0.007325650825928391,0.01131306427327689,0.10474688677671519
1998-09-18,-0.004124204042522955,0.03491013606993858,-0.0,0.027991048944210162,-0.0,-0.008367913844318026,-0.007085708286029447,0.014888464290708468,0.04167257079040226,0.08420368125415506,0.006153445659320474,-0.03643521609954532,-0.0006125735956514358,0.024314699381121636,-0.10474688677671513
1998-09-21,0.029229348651136657,0.04027414347416117,-0.0,0.008873167162336076,0.028573414662083445,0.04063086230131969,0.06377399381483356,-0.005012574278484896,0.01572589584033718,0.06566055393931855,0.006192089553551282,0.0009174874689975367,-0.009750137315378066,0.015665790570594695,0.01952586433338654
1998-09-22,0.025752788505573866,0.0006846714535479188,-0.0,-0.053295890464333806,-0.0,-0.034126799406383274,-0.025082625791625346,-0.00796691911106056,-0.05603722577423961,0.03658915205118712,-0.04849431396496238,-0.02090056230847376,-0.030459663361730855,-0.020834309725020424,0.011331900474894817
1998-09-23,0.019759351204819156,-0.02370536249428426,-0.0,-0.013188550815059244,0.014598780359276795,-0.05617487369621381,-0.009132722497993634,0.012980832800714649,-0.014874920401220642,0.02728446273042248,-0.016141611280621363,0.005410183918357982,-0.03354831765795544,0.005168519154425812,-0.07145873732866867
1998-09-24,-0.05184719628799868,-0.004008369550151887,-0.0,0.04570470241649847,0.014814982722989662,0.029505137389382093,0.03233543095266578,-0.010001079307162125,-0.0,0.015005264685524012,0.02804630828801476,0.00726007752810427,0.0022778560582754318,-0.0012946653747490631,-0.02617954010931472
1998-09-25,-0.008386141941127122,0.03390146318903598,0.02353028909760031,0.007499917323943183,0.030305391852739207,0.030403533986970592,0.06999953303780485,0.019087387776435233,0.04110210520528134,0.03516886132668479,0.02118069607704204,-0.007260077528104271,0.005718047580632675,-0.0,0.05852725553506966
1998-09-28,-0.06074785347611759,0.03795290495861505,0.024097703101473935,0.011378229958239817,0.047252908430746886,-0.05372307923055081,-0.016974788684928646,-0.014100222158927133,0.005609388760897148,0.016978297985771124,0.003063385667655173,-0.02764284205161363,-0.01987071507736668,-0.02932002419879514,-0.0227637112534373
1998-09-29,-0.003921134729680526,-0.00428879829550062,-0.0,-0.0038075863003425117,-0.016000319879870772,-0.01670346141759454,-0.01278964436982234,-0.0019978927798210183,0.04017769289271249,-0.05981855256427168,-0.019894345796693094,0.0026416471683771638,-0.002806269516377358,-0.034571584377941514,0.023177144690569723
1998-09-30,-0.0039059189477612722,0.026012807164374617,-0.0,-0.0037919060665793387,-0.0,0.04002300666117469,0.06252058282143307,0.03762583584362722,0.01921740527722755,0.006472180023406912,-0.01204813070186764,0.006191995936310219,-0.008928546396883407,0.014669990660596892,0.0152888516048393
1998-10-01,-0.0,0.02821258711830821,0.07598616987029115,0.01909330508570056,-0.0,0.024805939335752272,0.07675265673582342,0.04884182743414843,0.08403083410784296,0.041995094805516914,-0.008941892297053566,-0.007954029742186525,0.05012429481860572,-0.009803501838004543,0.04146450658651935
1998-10-02,0.09394665481730245,0.07179408986010798,-0.0,0.032660826512954676,-0.0,0.052517396046257,0.0602040206459928,0.03769812353200878,0.0688767821870311,0.1096336461803095,-0.0029626357511540044,-0.02090687795948647,0.0011690499065241426,0.034741840516534395,0.09326811683718152
1998-10-05,0.1132423569911855,0.11475341891000937,-0.0,0.012031976234166058,0.016000319879870897,0.037967651964533985,-0.03402092722989341,0.02865509345281864,0.02464907743205744,0.03590171171028696,-0.013226081550794034,0.017392303075726912,0.012356722555822366,-0.002520695698883393,-0.06213159107839641
1998-10-06,-0.030698687189709632,-0.11475341891000941,-0.0,-0.006692432939960998,0.06669157036263741,-0.0640939079610712,-0.08508736119043754,-0.042123263238775285,-0.08045365840207126,-0.005208461734341697,-0.025937760329542342,-0.017392303075726964,-0.027447475521263268,-0.03222114481765114,-0.08512707364605365
1998-10-07,-0.05431193079585778,0.00975613910400988,0.0266677701917706,0.05417812624155563,-0.0,-0.02731853017038347,-0.052616769502986396,-0.019868022604032098,-0.03950574227905306,-0.07984297441808998,-0.01971920717804161,-0.0,0.015675287152325124,0.009803501838004502,-0.009635299392626768
1998-10-08,0.12413565327871667,0.018137361627181353,0.027399397850908745,0.04836186061725783,-0.0,-0.012928665528026698,0.05686268002873803,-0.0,0.036221701538958345,0.03415006672914237,0.01829773580055245,0.020027264596985495,0.03029668812851181,0.022417642979646633,0.015183106384713596
1998-10-09,-0.004974390141218363,-0.013223399360682057,-0.0,-0.028430490331123454,-0.0,-0.11267222692039733,-0.03038437918907479,-0.026955667554899167,-0.01302955616827822,0.0024839793474963475,0.00569780083515647,-0.0026349615212585245,-0.007211759557247655,-0.0,0.00978355098007699
1998-10-12,-0.08556351401968382,-0.08042099272165318,-0.0,-0.03533032968753959,-0.0,-0.042526563902511076,-0.09164450552481555,-0.07182510936533004,-0.053555918263702366,-0.0,-0.0056978008351563905,-0.006121671867189278,-0.01544897469475929,-0.030512345456770163,-0.09377682339226691
1998-10-13,-0.01805912406301214,-0.02099093426722514,-0.0,0.007670139233704613,-0.0,0.018233086441742985,0.006612828416253218,0.04350588838725189,-0.02124530574495597,-0.09711796781480356,0.0554886193263077,0.02382085225326597,-0.0023558877788446716,-0.0017087993608809978,-0.013968312071126067
1998-10-14,-0.017738656719922537,-0.009009939832309969,-0.0,-0.03975687313389394,-0.0,-0.0,0.036683344470771775,-0.03854397872450554,-0.06397564620016222,-0.10490851688228801,-0.005987724756640587,-0.0168222945031598,-0.0209553532499856,-0.06606241147224247,-0.06941336571239819
1998-10-15,-0.04721896094990997,-0.04302507876323992,-0.027399397850908835,0.012162904950201343,-0.0,-0.0315001760411795,-0.050800997678126486,-0.0,-0.013985871577467668,-0.022111442879889753,-0.005952945560687652,0.0026376890008427,0.015675287152325124,-0.04574143987324046,-0.03922055328846361
1998-10-16,-0.049089981778685864,-0.00561769650932935,-0.0,0.006834620678265553,-0.0,-0.06016776755918463,-0.054559121847717405,0.010001079307162168,-0.03824028295057403,-0.04661083490688592,0.008941892297053531,0.008842006542024454,-0.002279026744006107,-0.02901798752920292,0.019418104515461963
1998-10-19,0.03452154163447374,0.02123241023417718,-0.0,0.020759347505427114,-0.17366363372838994,-0.006546902928173947,-0.017544049581566044,0.029577185325961035,0.010841166609976772,-0.018797129034993455,0.015083576516524352,-0.019349707225492636,0.03620096086471694,0.004245311688821054,-0.008041485907489116
1998-10-20,-0.008231050549706229,-0.03375871090159426,-0.0,-0.04545739875777078,-0.05635301867386849,-0.023648542234183303,-0.054982653140793286,-0.09097122451201242,-0.03974042557165001,0.051587246650096764,-0.021053425721799322,-0.0060790733123492645,-0.007839113092079788,-0.0,0.006888735508522811
1998-10-21,-0.0,-0.02188835377194759,-0.0,0.001673979006553904,-0.027028561100511866,-0.009166167321602314,-0.009828122565382251,0.012363746775633632,-0.025642258116466667,0.027835007960057362,0.05505969089120407,0.046066287834367635,0.02124601077436586,0.012848249494152789,0.03041193567637158
1998-10-22,0.0041068465071832025,-0.028020941715600826,-0.0,0.020281515800989292,0.05480816511229677,0.012001828534511559,-0.02891718399705294,0.0047963043237063295,-0.012578945738434037,0.030708464727674443,-0.032211607009453455,0.00272410982160565,-0.004285513828546294,0.030637263509823445,0.005716343720438898
1998-10-23,-0.010235248536776317,0.003954971274353975,-0.0,-0.0,0.07302511831439305,0.007127501626992048,0.010346153547789769,-0.00287942174695246,0.02403682140655717,0.04030210956071181,0.0073659345319382315,-0.026022354675068235,0.0012224092077035796,-0.0,0.021979179123026226
1998-10-26,0.018499994983074967,-0.003954971274353999,-0.0,-0.0061247555399937155,-0.0,0.015134960860659066,-0.03768126349231687,-0.016169003848561243,0.014184382448343517,-0.008620424624963364,0.01079412130596476,0.01697201404508671,-0.02476703988246581,-0.024193827390335217,0.046229418435655485
1998-10-27,0.0020769832840354854,0.012578896490070376,-0.0,-0.0020278198782941346,-0.0,-0.002176402320384023,-0.0015393073378059696,-0.018691975404754854,0.003903774262150651,-0.019129435636374835,-0.007722263246754321,-0.00807521822408643,-0.034597536126028006,0.01324507228558657,-0.08573148529138705
1998-10-28,-0.06245723494920723,0.016118375630602783,-0.0,-0.0174674271656946,-0.0,-0.0,0.03842070874533504,0.039664928278372355,-0.006497577177586669,0.016985859263266397,0.034432826875372906,0.0636447454427929,-0.002877775228081764,0.036203775124943,-0.02090710698215753
1998-10-29,-0.0,-0.052105328487948264,0.027399397850908745,-0.024980618501750422,-0.0,0.008003618853815368,0.009638663493177222,-0.004803949025056239,-0.0,-0.04807612505679494,-0.014230021242071421,0.010532051911004326,-0.011428993141316807,-0.0,0.0011499050220465919
1998-10-30,-0.001951251802282332,-0.027884907713888154,0.05715817588131723,-0.0026004372207638995,-0.0,-0.022390437076996908,-0.03800946071108326,-0.08453311007956027,-0.025577173665667828,0.008196707747638263,-0.056460725197979234,-0.016229365375563215,0.003415221693718838,-0.016000451750879777,-0.022753588464066304
1998-11-02,-0.007767549645584254,-0.047599041133627215,-0.0,-0.04185434874784915,0.030771616319066535,-0.026086487280581123,0.025975696918761604,-0.014866455570643096,-0.011299334759107773,0.002059930816920994,0.04398018281143212,-0.01783272342572252,-0.020316717982465437,-0.02020332337406324,-0.027733912267436264
1998-11-03,-0.03795494923107136,-0.016549551211926333,-0.05715817588131727,-0.016634304976776086,0.031748743394376354,-0.051537083767404,-0.036025608446190606,-0.0026005512506705546,0.034288906265930286,-0.0,0.007782089168650776,-0.0009296485154253925,-0.011663545772013938,-0.013245072285586619,-0.038630833227552494
1998-11-04,-0.05612329710699624,0.015357830478929331,-0.0,-0.029495918275348434,-0.0,-0.04648991393940442,-0.029559138771372884,-0.07503471755272195,-0.0632052286018128,-0.010256638564559292,-0.05767930536146036,0.015924844958165246,-0.013710678343896719,-0.09111482394820503,-0.024436018857316315
1998-11-05,0.012400348875662852,0.011976360274197686,-0.0,0.03747154178659546,-0.0,0.04715270734606251,0.04584447807109344,0.05616585498639028,-0.03632435816155529,0.03109026579352863,0.008889076473155977,-0.007525558429863594,0.004367768453489537,0.035663714519041365,0.047865624504021445
